WO,StartDate,EndDate,Equipment,Value,FunctionalLocation,OrderType,WBS,Activity,Notification,Priority,Fun.Loc
80006714,08/04/15,08/04/15,90020192,144647.9,GC05-20-01330-01-045,R,GC05-15-904-02,J,,,GC05-20
80006715,08/04/15,08/04/15,90020204,113950.1,GC05-20-01330-01-050,R,GC05-15-904-01,J,,,GC05-20
80006716,08/04/15,08/04/15,90020162,2133.3,GC05-20-01330-01-005,R,GC05-15-005-03,R,,,GC05-20
80006717,08/04/15,08/04/15,90020058,816,GC05-10-01690-01-020,R,GC05-15-002-03,R,,,GC05-10
80006718,08/04/15,08/04/15,90020519,544,GC05-40-02710-01-080,R,GC05-15-017-03,R,,,GC05-40
80006719,08/04/15,08/04/15,90020628,1770,GC05-20-01330-01-050,R,GC05-15-904-01,J,,,GC05-20
80006720,08/04/15,08/04/15,90020469,1088,GC05-35-02600-01-030,R,GC05-15-013-03,R,,,GC05-35
80006728,04/20/2015,04/20/2015,90020260,2029.5,GC05-25-01420-02-005,R,GC05-15-007-03,R,,,GC05-25
80006729,04/20/2015,04/20/2015,21851,1080,GC05-25-01420-00-015,R,GC05-15-007-03,R,,,GC05-25
80006730,04/20/2015,04/20/2015,90020092,3264,GC05-15-01180-01-005,R,GC05-15-003-03,R,,,GC05-15
80006735,04/24/2015,04/24/2015,90020497,856,GC05-35-02600-01-900,R,GC05-15-013-03,R,,,GC05-35
80006736,04/27/2015,04/27/2015,90020440,2152,GC05-30-01540-04-005,R,GC05-15-011-01,F,,,GC05-30
80006737,04/27/2015,04/27/2015,90020518,8488.2,GC05-40-02710-01-075,R,GC05-15-017-03,R,,,GC05-40
80006745,05/05/15,05/05/15,90020223,1436,GC05-20-01690-01-020,R,GC05-15-006-03,R,,,GC05-20
80006746,05/05/15,05/05/15,90020486,3710,GC05-35-02600-01-900,R,GC05-15-013-03,R,,,GC05-35
80006753,12/05/15,12/05/15,90020355,2784,GC05-25-01690-02-035,R,GC05-15-008-03,R,,,GC05-25
80006754,12/05/15,12/05/15,90020185,3341.8,GC05-20-01330-01-045,R,GC05-15-005-03,R,,,GC05-20
80006755,12/05/15,12/05/15,90020603,4174,GC05-25-01420-00-005,R,GC05-15-007-03,R,,,GC05-25
80006761,12/05/15,12/05/15,90020231,68,GC05-25-01420-01-005,R,GC05-15-007-03,R,,N,GC05-25
80006767,05/13/2015,05/13/2015,90020246,64,GC05-25-01420-01-030,R,GC05-15-007-03,R,,N,GC05-25
80006773,05/15/2015,05/15/2015,90020283,185.8,GC05-25-01420-02-030,R,GC05-15-007-03,R,,N,GC05-25
80006774,05/15/2015,05/15/2015,90020073,3475.9,GC05-25-01420-00-010,R,GC05-15-007-03,R,,U,GC05-25
80006775,05/15/2015,05/15/2015,90020285,544,GC05-25-01420-02-030,R,GC05-15-007-03,R,,U,GC05-25
80006777,05/19/2015,05/19/2015,90020376,8344,GC05-30-01480-01-060,R,GC05-15-009-03,R,,,GC05-30
80006778,05/19/2015,05/19/2015,90020142,6783.7,GC05-15-01270-01-005,R,GC05-15-903-01,J,,,GC05-15
80006779,05/19/2015,05/19/2015,90020378,1600,GC05-30-01480-01-060,R,GC05-15-009-03,R,,N,GC05-30
80006780,05/19/2015,05/19/2015,90020249,928,GC05-25-01420-01-030,R,GC05-15-007-03,R,,U,GC05-25
80006781,05/19/2015,05/19/2015,90020263,0,GC05-25-01420-02-005,R,GC05-15-007-03,R,,U,GC05-25
80006782,05/19/2015,05/19/2015,90020267,560,GC05-25-01420-02-030,R,GC05-15-007-03,R,,U,GC05-25
80006783,05/19/2015,05/19/2015,90020220,1496,GC05-20-01690-01-020,R,GC05-15-006-03,R,,N,GC05-20
80006784,05/19/2015,05/19/2015,90020261,0,GC05-25-01420-02-005,R,GC05-15-007-03,R,,F,GC05-25
80006785,05/19/2015,05/19/2015,90020224,0,GC05-20-01690-01-020,R,GC05-15-006-03,R,,N,GC05-20
80006786,05/19/2015,05/19/2015,90020218,0,GC05-20-01690-01-020,R,GC05-15-006-03,R,,U,GC05-20
80006787,05/20/2015,05/20/2015,90020217,816,GC05-20-01690-01-020,R,GC05-15-006-03,R,,N,GC05-20
80006788,05/20/2015,05/20/2015,90020344,200,GC05-25-01690-02-005,R,GC05-15-008-03,R,,U,GC05-25
80006789,05/20/2015,05/20/2015,90020351,0,GC05-25-01690-02-005,R,GC05-15-008-03,R,,N,GC05-25
80006756,12/05/15,05/22/2015,90020263,123.5,GC05-25-01420-02-005,R,GC05-15-007-03,R,,N,GC05-25
80006757,12/05/15,05/22/2015,90020262,68,GC05-25-01420-02-005,R,GC05-15-007-03,R,,N,GC05-25
80006758,12/05/15,05/22/2015,90020261,68,GC05-25-01420-02-005,R,GC05-15-007-03,R,,N,GC05-25
80006759,12/05/15,05/22/2015,90020260,68,GC05-25-01420-02-005,R,GC05-15-007-03,R,,N,GC05-25
80006760,12/05/15,05/22/2015,90020233,27.8,GC05-25-01420-01-005,R,GC05-15-007-03,R,,N,GC05-25
80006762,12/05/15,05/22/2015,90020229,27.8,GC05-25-01420-01-005,R,GC05-15-007-03,R,,N,GC05-25
80006763,12/05/15,05/22/2015,90020228,68,GC05-25-01420-01-005,R,GC05-15-007-03,R,,N,GC05-25
80006765,05/13/2015,05/22/2015,90020227,68,GC05-25-01420-01-005,R,GC05-15-007-03,R,,N,GC05-25
80006766,05/13/2015,05/22/2015,90020226,68,GC05-25-01420-01-005,R,GC05-15-007-03,R,,N,GC05-25
80006768,05/13/2015,05/22/2015,90020425,22,GC05-30-01540-02-005,R,GC05-15-011-03,R,,N,GC05-30
80006769,05/13/2015,05/22/2015,90020352,505,GC05-25-01690-02-005,R,GC05-15-008-03,R,,N,GC05-25
80006770,05/13/2015,05/22/2015,90020351,469,GC05-25-01690-02-005,R,GC05-15-008-03,R,,N,GC05-25
80006795,05/29/2015,05/29/2015,90020241,8230,GC05-25-01420-01-030,R,GC05-15-007-03,R,,,GC05-25
80006796,05/29/2015,05/29/2015,90020072,512,GC05-25-01420-00-010,R,GC05-15-007-03,R,,,GC05-25
80006797,05/29/2015,05/29/2015,90020347,3345.2,GC05-25-01690-02-005,R,GC05-15-008-03,R,,,GC05-25
80006798,05/29/2015,05/29/2015,90020095,2516,GC05-15-01180-01-005,R,GC05-15-003-03,R,,,GC05-15
80006799,01/06/15,01/06/15,90020090,1989.6,GC05-15-01180-01-005,R,GC05-15-003-03,R,,,GC05-15
80006800,01/06/15,01/06/15,90020516,1224,GC05-40-02710-01-075,R,GC05-15-017-03,R,,,GC05-40
80006801,01/06/15,01/06/15,90020357,10690,GC05-25-01690-02-035,R,GC05-15-008-03,R,,,GC05-25
80006804,03/06/15,03/06/15,90020140,1496,GC05-15-01270-01-005,R,GC05-15-004-03,R,,,GC05-15
80006806,05/06/15,05/06/15,90020411,946.3,GC05-30-01540-01-005,R,GC05-15-011-03,R,,,GC05-30
80006810,09/06/15,09/06/15,90020058,702,GC05-10-01690-01-020,R,GC05-15-002-03,R,,,GC05-10
80006811,09/06/15,09/06/15,90020435,2914.9,GC05-30-01540-04-005,R,GC05-15-011-03,R,,,GC05-30
80006813,11/06/15,11/06/15,90020495,3920,GC05-35-02600-01-900,R,GC05-15-013-03,R,,,GC05-35
80006819,12/06/15,12/06/15,90020141,1632,GC05-15-01270-01-005,R,GC05-15-004-03,R,,,GC05-15
80006820,12/06/15,12/06/15,90020098,272,GC05-15-01180-01-005,R,GC05-15-003-03,R,,,GC05-15
80006825,06/15/2015,06/15/2015,90020389,612,GC05-30-01480-01-065,R,GC05-15-009-01,F,,,GC05-30
80006832,06/17/2015,06/17/2015,90020173,1120.2,GC05-20-01330-01-005,R,GC05-15-005-03,R,,,GC05-20
80006833,06/17/2015,06/17/2015,90020192,175045.3,GC05-20-01330-01-045,R,GC05-15-904-02,J,,,GC05-20
80006834,06/17/2015,06/17/2015,90020194,1318.2,GC05-20-01330-01-045,R,GC05-15-005-03,R,,,GC05-20
80006835,06/17/2015,06/17/2015,90020191,14834,GC05-20-01330-01-045,R,GC05-15-904-01,J,,,GC05-20
80006837,06/18/2015,06/18/2015,22526,2390.1,GC05-40-02720-01-999,R,GC05-15-018-03,R,,,GC05-40
80006838,06/18/2015,06/18/2015,90020208,53327.8,GC05-20-01330-01-050,R,GC05-15-904-01,J,,,GC05-20
80006839,06/18/2015,06/18/2015,90020213,6390.9,GC05-20-01690-01-015,R,GC05-15-912-01,J,,,GC05-20
80006840,06/18/2015,06/18/2015,90020185,0,GC05-20-01330-01-045,R,GC05-15-904-01,J,,,GC05-20
80006841,06/18/2015,06/18/2015,90020216,1640.5,GC05-20-01690-01-015,R,GC05-15-912-01,J,,,GC05-20
80006842,06/18/2015,06/18/2015,90020214,408,GC05-20-01690-01-015,R,GC05-15-912-01,J,,,GC05-20
80006843,06/18/2015,06/18/2015,90020495,14232.1,GC05-35-02600-01-900,R,GC05-15-910-01,J,,,GC05-35
80006844,06/18/2015,06/18/2015,90020211,3420,GC05-20-01330-01-050,R,GC05-15-904-01,J,,,GC05-20
80006845,06/18/2015,06/18/2015,22504,3598,GC05-15-01180-01-048,R,GC05-15-902-01,J,,,GC05-15
80006846,06/18/2015,06/18/2015,90020149,4466.2,GC05-15-01270-01-035,R,GC05-15-903-01,J,,,GC05-15
80006847,06/18/2015,06/18/2015,90020215,408,GC05-20-01690-01-015,R,GC05-15-912-01,J,,,GC05-20
80006848,06/18/2015,06/18/2015,90020116,11957.8,GC05-15-01180-01-030,R,GC05-15-902-01,J,,,GC05-15
80006849,06/18/2015,06/18/2015,90020114,0,GC05-15-01180-01-030,R,GC05-15-902-01,J,,,GC05-15
80006850,06/18/2015,06/18/2015,90020626,46339.6,GC05-15-01180-01-005,R,GC05-15-902-01,J,,,GC05-15
80006851,06/18/2015,06/18/2015,90020061,4876.6,GC05-10-01690-01-020,R,GC05-15-002-03,R,,,GC05-10
80006852,06/18/2015,06/18/2015,90020056,272,GC05-10-01690-01-015,R,GC05-15-002-03,R,,,GC05-10
80006853,06/18/2015,06/18/2015,90020121,4494.1,GC05-15-01180-01-030,R,GC05-15-902-01,J,,,GC05-15
80006854,06/18/2015,06/18/2015,90020118,2906.5,GC05-15-01180-01-030,R,GC05-15-902-01,J,,,GC05-15
80006856,06/22/2015,06/22/2015,21849,408,GC05-35-02600-01-005,R,GC05-15-013-03,R,,,GC05-35
80006805,03/06/15,06/30/2015,90020502,1630,GC05-40-02590-01-999,R,GC05-15-016-03,R,,U,GC05-40
80006866,06/30/2015,06/30/2015,90020443,2515.8,GC05-30-01540-04-073,R,GC05-15-011-03,R,,,GC05-30
80006709,02/04/15,10/07/15,90020624,3612.1,GC05-40-02590-01-999,R,GC05-15-016-03,R,,U,GC05-40
80006883,07/20/2015,07/20/2015,90020094,3141.6,GC05-15-01180-01-005,R,GC05-15-003-03,R,,,GC05-15
80006884,07/20/2015,07/20/2015,22320,9738.3,GC05-35-02660-03-999,R,GC05-15-015-03,R,,,GC05-35
80006885,07/20/2015,07/20/2015,90020516,1262.9,GC05-40-02710-01-075,R,GC05-15-017-03,R,,,GC05-40
80006886,07/20/2015,07/20/2015,90020219,2992,GC05-20-01690-01-020,R,GC05-15-006-03,R,,,GC05-20
80006887,07/20/2015,07/20/2015,90020199,2584,GC05-20-01330-01-048,R,GC05-15-005-03,R,,,GC05-20
80006898,07/27/2015,07/27/2015,90020493,3284,GC05-35-02600-01-900,R,GC05-15-013-03,R,,,GC05-35
80006902,07/30/2015,07/30/2015,90020329,1687.8,GC05-25-01690-01-005,R,GC05-15-008-03,R,,,GC05-25
80006906,07/31/2015,07/31/2015,90020443,2702.2,GC05-30-01540-04-073,R,GC05-15-011-03,R,,,GC05-30
70004651,03/08/15,03/08/15,90020383,0,GC05-30-01480-01-065,S,GC05-15-009-03,R,,,GC05-30
80006908,03/08/15,03/08/15,90020274,11862.5,GC05-25-01420-02-030,R,GC05-15-007-03,R,,,GC05-25
80006909,03/08/15,03/08/15,90020390,7074,GC05-30-01480-01-065,R,GC05-15-009-03,R,,,GC05-30
80006911,03/08/15,03/08/15,90020383,1971.2,GC05-30-01480-01-065,R,GC05-15-009-03,R,,,GC05-30
80006922,06/08/15,06/08/15,90020272,8509.5,GC05-25-01420-02-030,R,GC05-15-007-03,R,,,GC05-25
80006923,06/08/15,06/08/15,90020277,3507.6,GC05-25-01420-02-030,R,GC05-15-007-03,R,,,GC05-25
80006924,06/08/15,06/08/15,90020281,8883.6,GC05-25-01420-02-030,R,GC05-15-007-03,R,,,GC05-25
80006925,06/08/15,06/08/15,90020317,20385,GC05-25-01690-01-005,R,GC05-15-908-01,J,,,GC05-25
80006867,01/07/15,08/15/2015,90020188,1737.2,GC05-20-01330-01-045,R,GC05-15-005-03,R,,U,GC05-20
80006877,07/13/2015,08/31/2015,90020515,500,GC05-40-02590-01-999,R,GC05-15-016-03,R,,,GC05-40
80006878,01/07/15,08/31/2015,90020376,510,GC05-30-01480-01-060,R,GC05-15-009-03,R,,,GC05-30
80006933,02/09/15,02/09/15,90020192,21918.4,GC05-20-01330-01-045,R,GC05-15-005-03,R,,,GC05-20
80006941,08/09/15,08/09/15,90020343,1176.3,GC05-25-01690-02-005,R,GC05-15-008-03,R,,,GC05-25
80006942,11/09/15,11/09/15,90020252,0,GC05-25-01420-01-030,R,GC05-15-007-03,R,,,GC05-25
80006943,11/09/15,11/09/15,90020202,4280.1,GC05-20-01330-01-050,R,GC05-15-005-03,R,,,GC05-20
80006944,09/15/2015,09/15/2015,22320,4092,GC05-35-02660-03-999,R,GC05-15-015-03,R,,,GC05-35
80006945,09/15/2015,09/15/2015,90020421,1292,GC05-30-01540-01-073,R,GC05-15-011-03,R,,,GC05-30
80006954,09/17/2015,09/17/2015,90020056,1400,GC05-10-01690-01-015,R,GC05-15-002-03,R,,,GC05-10
80006955,09/21/2015,09/21/2015,90020462,6585.2,GC05-35-02660-02-999,R,GC05-15-015-03,R,,,GC05-35
80006957,09/23/2015,09/23/2015,90020522,5974.1,GC05-40-02710-01-080,R,GC05-15-017-03,R,,,GC05-40
80006958,09/28/2015,09/28/2015,90020149,1691,GC05-15-01270-01-035,R,GC05-15-004-03,R,,,GC05-15
80006967,02/10/15,02/10/15,90020131,0,GC05-15-01180-01-030,R,GC05-15-003-03,R,,,GC05-15
80006968,02/10/15,02/10/15,22320,9172,GC05-35-02660-03-999,R,GC05-15-015-03,R,,,GC05-35
80006973,05/10/15,05/10/15,90020344,2856,GC05-25-01690-02-005,R,GC05-15-008-03,R,,,GC05-25
80006974,05/10/15,05/10/15,90020074,4437.2,GC05-25-01420-00-010,R,GC05-15-007-03,R,,,GC05-25
80006978,12/10/15,12/10/15,90020052,11821.5,GC05-10-01090-01-010,R,GC05-15-001-03,R,,,GC05-10
80006979,12/10/15,12/10/15,90020177,42861.8,GC05-20-01330-01-040,R,GC05-15-005-03,R,,,GC05-20
80006980,12/10/15,12/10/15,90020061,4836.8,GC05-10-01690-01-020,R,GC05-15-002-03,R,,,GC05-10
80006981,12/10/15,12/10/15,90020215,5008.6,GC05-20-01690-01-015,R,GC05-15-006-03,R,,,GC05-20
80006982,12/10/15,12/10/15,22320,2841.2,GC05-35-02660-03-999,R,GC05-15-015-03,R,,,GC05-35
80006984,10/13/2015,10/13/2015,90020516,2779,GC05-40-02710-01-075,R,GC05-15-017-03,R,,,GC05-40
80006985,10/13/2015,10/13/2015,90020589,1360,GC05-40-03810-01-135,R,GC05-15-021-03,R,,,GC05-40
80006990,10/19/2015,10/19/2015,90020443,1200,GC05-30-01540-04-073,R,GC05-15-011-03,R,,,GC05-30
80006995,10/27/2015,10/27/2015,90020134,4334.9,GC05-15-01180-01-048,R,GC05-15-003-03,R,,,GC05-15
80006997,10/30/2015,10/30/2015,90020254,3645.6,GC05-25-01420-01-030,R,GC05-15-007-03,R,,,GC05-25
80007001,02/11/15,02/11/15,90020667,1944,GC05-20-01330-01-005,R,GC05-15-005-03,R,,,GC05-20
80007005,10/11/15,10/11/15,90020550,1552,GC05-40-02720-01-999,R,GC05-15-018-03,R,,,GC05-40
70004448,01/01/15,12/31/2015,90020052,6934.2,GC05-10-01090-01-010,S,GC05-15-001-03,R,,,GC05-10
70004449,01/01/15,12/31/2015,,0,GC05-10-01090,S,GC05-15-001-03,R,,,GC05-10
70004450,01/01/15,12/31/2015,,8883.1,GC05-10-01690-01,S,GC05-15-002-03,R,,,GC05-10
70004451,01/01/15,12/31/2015,,13348.6,GC05-15-01180-01-005,S,GC05-15-003-03,R,,,GC05-15
70004452,01/01/15,12/31/2015,,9445.3,GC05-15-01180-01-030,S,GC05-15-003-03,R,,,GC05-15
70004453,01/01/15,12/31/2015,,2429.9,GC05-15-01180-01-030,S,GC05-15-003-03,R,,,GC05-15
70004454,01/01/15,12/31/2015,,4264.9,GC05-15-01180-01-048,S,GC05-15-003-03,R,,,GC05-15
70004455,01/01/15,12/31/2015,,583.6,GC05-15-01270,S,GC05-15-004-03,R,,,GC05-15
70004456,01/01/15,12/31/2015,,1539.6,GC05-20-01330-01-005,S,GC05-15-005-03,R,,,GC05-20
70004457,01/01/15,12/31/2015,,8188.9,GC05-20-01330-01-040,S,GC05-15-005-03,R,,,GC05-20
70004458,01/01/15,12/31/2015,90020182,16061.1,GC05-20-01330-01-045,S,GC05-15-005-03,R,,,GC05-20
70004459,01/01/15,12/31/2015,90020181,11596.6,GC05-20-01330-01-040,S,GC05-15-005-03,R,,,GC05-20
70004460,01/01/15,12/31/2015,,38775.9,GC05-20-01330-01-045,S,GC05-15-005-03,R,,,GC05-20
70004461,01/01/15,12/31/2015,,5994.8,GC05-20-01330-01-050,S,GC05-15-005-03,R,,,GC05-20
70004462,01/01/15,12/31/2015,,6020.1,GC05-20-01690,S,GC05-15-006-03,R,,,GC05-20
70004463,01/01/15,12/31/2015,,4184.6,GC05-25-01420-00-005,S,GC05-15-007-03,R,,,GC05-25
70004464,01/01/15,12/31/2015,,2418.3,GC05-25-01420-00-015,S,GC05-15-007-03,R,,,GC05-25
70004465,01/01/15,12/31/2015,90020074,4528.1,GC05-25-01420-00-010,S,GC05-15-007-03,R,,,GC05-25
70004466,01/01/15,12/31/2015,,3900.1,GC05-25-01420-00-010,S,GC05-15-007-03,R,,,GC05-25
70004467,01/01/15,12/31/2015,90020229,3810.9,GC05-25-01420-01-005,S,GC05-15-007-03,R,,,GC05-25
70004468,01/01/15,12/31/2015,90020233,3062,GC05-25-01420-01-005,S,GC05-15-007-03,R,,,GC05-25
70004469,01/01/15,12/31/2015,,20972.8,GC05-25-01420-01,S,GC05-15-007-03,R,,,GC05-25
70004470,01/01/15,12/31/2015,90020254,6766.9,GC05-25-01420-01-030,S,GC05-15-007-03,R,,,GC05-25
70004471,01/01/15,12/31/2015,90020264,1645.9,GC05-25-01420-02-005,S,GC05-15-007-03,R,,,GC05-25
70004472,01/01/15,12/31/2015,,13257.1,GC05-25-01420-02,S,GC05-15-007-03,R,,,GC05-25
70004473,01/01/15,12/31/2015,,2520.8,GC05-25-01420-03,S,GC05-15-007-03,R,,,GC05-25
70004474,01/01/15,12/31/2015,,9211.2,GC05-25-01690,S,GC05-15-008-03,R,,,GC05-25
70004475,01/01/15,12/31/2015,,5076.6,GC05-30-01480-01-005,S,GC05-15-009-03,R,,,GC05-30
70004476,01/01/15,12/31/2015,,20760.1,GC05-30-01480-01-060,S,GC05-15-009-03,R,,,GC05-30
70004477,01/01/15,12/31/2015,,28441.5,GC05-30-01480-01-065,S,GC05-15-009-03,R,,,GC05-30
70004478,01/01/15,12/31/2015,,3244.3,GC05-30-01510,S,GC05-15-010-03,R,,,GC05-30
70004479,01/01/15,12/31/2015,,18852.8,GC05-30-01540,S,GC05-15-011-03,R,,,GC05-30
70004480,01/01/15,12/31/2015,,10789.2,GC05-30-01540-04,S,GC05-15-011-03,R,,,GC05-30
70004481,01/01/15,12/31/2015,,437.2,GC05-35-02570,S,GC05-15-012-03,R,,,GC05-35
70004482,01/01/15,12/31/2015,,597.5,GC05-35-02600-01-005,S,GC05-15-013-03,R,,,GC05-35
70004483,01/01/15,12/31/2015,,8480.8,GC05-35-02600,S,GC05-15-013-03,R,,,GC05-35
70004484,01/01/15,12/31/2015,,4081,GC05-35-02660-01,S,GC05-15-015-03,R,,,GC05-35
70004485,01/01/15,12/31/2015,,93900.1,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004486,01/01/15,12/31/2015,,22296.7,GC05-40-02710,S,GC05-15-017-03,R,,,GC05-40
70004487,01/01/15,12/31/2015,,23261.3,GC05-40-02720,S,GC05-15-018-03,R,,,GC05-40
70004488,01/01/15,12/31/2015,,6.6,GC05-40-03750,S,GC05-15-019-03,R,,,GC05-40
70004489,01/01/15,12/31/2015,,0,GC05-40-02590,S,GC05-15-016-03,R,,,GC05-40
70004490,01/01/15,12/31/2015,,2963.2,GC05-40-03750-01-095,S,GC05-15-019-03,R,,,GC05-40
70004491,01/01/15,12/31/2015,,42392.1,GC05-40-03750-01-100,S,GC05-15-019-03,R,,,GC05-40
70004492,01/01/15,12/31/2015,,19162.5,GC05-40-03810,S,GC05-15-021-03,R,,,GC05-40
70004493,01/01/15,12/31/2015,,583.9,GC05-40-04870,S,GC05-15-023-03,R,,,GC05-40
70004494,01/01/15,12/31/2015,22544,2507.1,GC05-40-03810-01-135,S,GC05-15-021-03,R,,,GC05-40
70004495,01/01/15,12/31/2015,90020567,18120.1,GC05-40-03780-01-110,S,GC05-15-020-03,R,,,GC05-40
70004496,01/01/15,12/31/2015,90020566,69733.7,GC05-40-03780-01-110,S,GC05-15-020-03,R,,,GC05-40
70004497,01/01/15,12/31/2015,90020568,626.4,GC05-40-03780-01-110,S,GC05-15-020-03,R,,,GC05-40
70004498,01/01/15,12/31/2015,90020571,502.3,GC05-40-03780-01-110,S,GC05-15-020-03,R,,,GC05-40
70004499,01/01/15,12/31/2015,90020574,3070.7,GC05-40-03780-01-110,S,GC05-15-020-03,R,,,GC05-40
70004500,01/01/15,12/31/2015,90020591,9037.3,GC05-40-03810-01-135,S,GC05-15-021-03,R,,,GC05-40
70004501,01/01/15,12/31/2015,,22367.4,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004502,01/01/15,12/31/2015,,19.5,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004503,01/01/15,12/31/2015,,5321.4,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004504,01/01/15,12/31/2015,,556.2,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004505,01/01/15,12/31/2015,,3019.6,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004506,01/01/15,12/31/2015,,0,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004507,01/01/15,12/31/2015,,101.6,GC05-40-03780,S,GC05-15-020-03,R,,,GC05-40
70004508,01/01/15,12/31/2015,,0,GC05-10-01090,S,GC05-15-001-01,F,,,GC05-10
70004509,01/01/15,12/31/2015,,476,GC05-10-01690-01,S,GC05-15-002-01,F,,,GC05-10
70004510,01/01/15,12/31/2015,,0,GC05-15-01180,S,GC05-15-003-01,F,,,GC05-15
70004511,01/01/15,12/31/2015,,340,GC05-15-01270,S,GC05-15-004-01,F,,,GC05-15
70004512,01/01/15,12/31/2015,,204,GC05-20-01330,S,GC05-15-005-01,F,,,GC05-20
70004513,01/01/15,12/31/2015,,0,GC05-20-01690,S,GC05-15-006-01,F,,,GC05-20
70004514,01/01/15,12/31/2015,,0,GC05-25-01420-00-005,S,GC05-15-007-01,F,,,GC05-25
70004515,01/01/15,12/31/2015,,0,GC05-25-01420-00-010,S,GC05-15-007-01,F,,,GC05-25
70004516,01/01/15,12/31/2015,,272,GC05-25-01420-01,S,GC05-15-007-01,F,,,GC05-25
70004517,01/01/15,12/31/2015,,0,GC05-25-01420-02,S,GC05-15-007-01,F,,,GC05-25
70004518,01/01/15,12/31/2015,,0,GC05-25-01420-03,S,GC05-15-007-01,F,,,GC05-25
70004519,01/01/15,12/31/2015,,0,GC05-25-01690,S,GC05-15-008-01,F,,,GC05-25
70004520,01/01/15,12/31/2015,,510,GC05-30-01480,S,GC05-15-009-01,F,,,GC05-30
70004521,01/01/15,12/31/2015,,0,GC05-30-01510,S,GC05-15-010-01,F,,,GC05-30
70004522,01/01/15,12/31/2015,,408,GC05-30-01540,S,GC05-15-011-01,F,,,GC05-30
70004523,01/01/15,12/31/2015,,612,GC05-30-01540-04,S,GC05-15-011-01,F,,,GC05-30
70004524,01/01/15,12/31/2015,,0,GC05-35-02600,S,GC05-15-013-01,F,,,GC05-35
70004525,01/01/15,12/31/2015,,0,GC05-35-02570,S,GC05-15-012-01,F,,,GC05-35
70004526,01/01/15,12/31/2015,,0,GC05-35-02660,S,GC05-15-015-01,F,,,GC05-35
70004527,01/01/15,12/31/2015,,0,GC05-40-02710,S,GC05-15-017-01,F,,,GC05-40
70004528,01/01/15,12/31/2015,,0,GC05-40-02720,S,GC05-15-018-01,F,,,GC05-40
70004529,01/01/15,12/31/2015,,0,GC05-40-04870,S,GC05-15-023-01,F,,,GC05-40
70004530,01/01/15,12/31/2015,,0,GC05-40-03810,S,GC05-15-021-01,F,,,GC05-40
70004531,01/01/15,12/31/2015,,0,GC05-40-02590,S,GC05-15-016-01,F,,,GC05-40
70004532,01/01/15,12/31/2015,,0,GC05-40-03750,S,GC05-15-019-01,F,,,GC05-40
70004533,01/01/15,12/31/2015,,0,GC05-40-03780,S,GC05-15-020-01,F,,,GC05-40
70004534,01/01/15,12/31/2015,,0,GC05-10-01090,S,GC05-15-001-05,L,,,GC05-10
70004535,01/01/15,12/31/2015,,7200.7,GC05-15-01180,S,GC05-15-003-05,L,,,GC05-15
70004536,01/01/15,12/31/2015,,1360,GC05-15-01270,S,GC05-15-004-05,L,,,GC05-15
70004537,01/01/15,12/31/2015,,16106.3,GC05-20-01330,S,GC05-15-005-05,L,,,GC05-20
70004538,01/01/15,12/31/2015,,4588.7,GC05-20-01690,S,GC05-15-006-05,L,,,GC05-20
70004539,01/01/15,12/31/2015,,19206.2,GC05-25-01420,S,GC05-15-007-05,L,,,GC05-25
70004540,01/01/15,12/31/2015,,1786.8,GC05-25-01690,S,GC05-15-008-05,L,,,GC05-25
70004541,01/01/15,12/31/2015,,2026.2,GC05-30-01480,S,GC05-15-009-05,L,,,GC05-30
70004542,01/01/15,12/31/2015,,0,GC05-30-01510,S,GC05-15-010-05,L,,,GC05-30
70004543,01/01/15,12/31/2015,,2706.5,GC05-30-01540,S,GC05-15-011-05,L,,,GC05-30
70004544,01/01/15,12/31/2015,,544,GC05-30-01541,S,GC05-15-024-05,L,,,GC05-30
70004545,01/01/15,12/31/2015,,4662.7,GC05-35-02600,S,GC05-15-013-05,L,,,GC05-35
70004546,01/01/15,12/31/2015,,66943,GC05-10-01090,S,GC05-15-001-06,C,,,GC05-10
70004547,01/01/15,12/31/2015,,0,GC05-10-01690,S,GC05-15-002-06,C,,,GC05-10
70004548,01/01/15,12/31/2015,,22242.2,GC05-15-01180,S,GC05-15-003-06,C,,,GC05-15
70004549,01/01/15,12/31/2015,,1131.6,GC05-15-01270,S,GC05-15-004-06,C,,,GC05-15
70004550,01/01/15,12/31/2015,,4169.6,GC05-20-01330,S,GC05-15-005-06,C,,,GC05-20
70004551,01/01/15,12/31/2015,,21940,GC05-20-01690,S,GC05-15-006-06,C,,,GC05-20
70004552,01/01/15,12/31/2015,,19475.5,GC05-25-01420,S,GC05-15-007-06,C,,,GC05-25
70004553,01/01/15,12/31/2015,,26622.1,GC05-25-01420,S,GC05-15-007-06,C,,,GC05-25
70004554,01/01/15,12/31/2015,,7195.7,GC05-25-01690,S,GC05-15-008-06,C,,,GC05-25
70004555,01/01/15,12/31/2015,,7147,GC05-30-01480,S,GC05-15-009-06,C,,,GC05-30
