WO,Value,Date,Contractor,GL Account
80012284,304.00,29/05/2019,151355,6207000200
80012284,55.00,29/05/2019,151355,6207000203
80012287,818.00,29/05/2019,151355,6207000200
80012287,243.00,29/05/2019,151355,6207000203
80012290,444.00,29/05/2019,151355,6207000200
80012290,128.00,29/05/2019,151355,6207000203
80012289,304.00,29/05/2019,151355,6207000200
80012289,48.00,29/05/2019,151355,6207000203
80012235,990.00,30/05/2019,150589,6207000203
80012254,231.80,30/05/2019,150861,6207000203
80012243,12.90,30/05/2019,151365,6207000203
80012243,1.50,30/05/2019,151365,6207000203
80012243,67.68,30/05/2019,151365,6207000203
80012256,12.51,30/05/2019,151365,6207000203
80012256,6.49,30/05/2019,151365,6207000203
80012256,52.64,30/05/2019,151365,6207000203
80012256,15.98,30/05/2019,151365,6207000203
80012256,4.70,30/05/2019,151365,6207000203
80012243,44.43,30/05/2019,150508,6207000203
80012243,22.59,30/05/2019,150508,6207000203
80012229,200.00,30/05/2019,450466,6207000201
80012256,250.00,30/05/2019,450466,6207000202
80012256,395.00,30/05/2019,450466,6207000202
80012256,340.00,30/05/2019,450466,6207000202
80012256,517.50,30/05/2019,450466,6207000202
80012256,480.00,30/05/2019,450466,6207000202
80012256,300.00,30/05/2019,450466,6207000202
80012254,3320.00,30/05/2019,155980,6207000202
80012254,3220.00,30/05/2019,155980,6207000202
80012254,1328.00,30/05/2019,155980,6207000202
80012246,960.00,30/05/2019,155980,6207000202
80012261,3353.90,30/05/2019,155980,6207000203
80012256,1650.00,30/05/2019,155980,6207000202
80012200,1011.12,30/05/2019,155980,6207000202
80012262,136.00,29/05/2019,150589,6207000200
80012295,408.00,29/05/2019,150589,6207000200
80012208,1508.00,29/05/2019,153447,6207000203
80012271,880.00,29/05/2019,153447,6207000203
70004976,260.00,28/04/2017,153447,6207000203
70004976,135.00,28/04/2017,153447,6207000203
70004995,113.40,28/04/2017,150583,6207000203
70004995,30.60,28/04/2017,150583,6207000203
70004995,28.80,28/04/2017,150583,6207000203
70004995,15.12,28/04/2017,150583,6207000203
70004995,9.00,28/04/2017,150583,6207000203
70004995,63.88,28/04/2017,150508,6207000203
70004995,15.21,28/04/2017,150508,6207000203
70005003,110.00,03/05/2017,153144,6207000203
80012229,551.25,30/05/2019,155788,6207001101
80012229,535.50,30/05/2019,155788,6207001101
80012229,1649.00,30/05/2019,155788,6207001101
80012229,1385.50,30/05/2019,155788,6207001101
80012229,8079.75,30/05/2019,155788,6207001101
80012229,1235.00,30/05/2019,155788,6207001101
80012229,450.00,30/05/2019,155788,6207001101
80012229,908.82,30/05/2019,155788,6207001101
80012229,335.00,30/05/2019,155788,6207001101
80012229,534.38,30/05/2019,155788,6207001101
80012229,504.00,30/05/2019,155788,6207001101
80012229,336.00,30/05/2019,155788,6207001101
70005077,11.19,05/05/2017,150249,6207000203
70005077,3.33,05/05/2017,150249,6207000203
70005077,14.90,05/05/2017,150249,6207000203
80007998,390.00,03/05/2017,150187,6207000201
80012200,-460.60,31/05/2019,151365,6207000203
80012200,-423.00,31/05/2019,151365,6207000203
80012200,-310.20,31/05/2019,151365,6207000203
80012200,-413.60,31/05/2019,151365,6207000203
80012200,-235.00,31/05/2019,151365,6207000203
80012200,490.00,31/05/2019,150589,6207000203
80012200,450.00,31/05/2019,150589,6207000203
80012200,350.02,31/05/2019,150589,6207000203
80012200,450.12,31/05/2019,150589,6207000203
80012200,250.00,31/05/2019,150589,6207000203
80012229,7270.00,31/05/2019,155980,6207000201
80012207,1600.00,31/05/2019,151355,6207000201
80012199,2150.00,31/05/2019,150622,6207000202
80007184,308.46,01/05/2016,151342,6207000201
80007184,850.00,01/05/2016,151342,6207000201
80007184,116.00,06/05/2016,151342,6207000201
80007184,250.00,06/05/2016,151342,6207000201
80007185,110.19,01/05/2016,151342,6207000201
80007185,250.00,01/05/2016,151342,6207000201
70003894,120.00,01/05/2013,155527,6207000201
70003894,48.00,01/05/2013,155527,6207000203
70003882,155.52,14/05/2013,150583,6207000203
70003882,348.00,09/05/2013,153144,6207000203
70003884,55.65,16/05/2013,151342,6207000203
70003884,950.47,16/05/2013,151342,6207000203
70003884,903.67,16/05/2013,151342,6207000203
70003884,20.11,16/05/2013,151342,6207000203
70003884,1.75,16/05/2013,151342,6207000203
70003884,13.18,16/05/2013,151342,6207000203
70003884,4.64,16/05/2013,151342,6207000203
70003884,11.39,16/05/2013,151342,6207000203
70003884,28.46,16/05/2013,151342,6207000203
70003898,365.00,10/05/2013,152301,6207000203
70003898,3335.00,13/05/2013,152387,6207000202
70003883,27.28,10/05/2013,152508,6207000203
70005180,555.00,28/06/2018,151355,6207000200
70005180,360.00,28/06/2018,151355,6207000203
70005180,120.00,27/06/2018,150993,6207000203
80011295,70.00,27/06/2018,150465,6207000201
80011295,200.00,27/06/2018,150465,6207000201
70004107,122.73,21/05/2014,151365,6207000203
70004107,53.64,22/05/2014,150508,6207000203
70005302,85.00,29/06/2018,150337,6207000201
70005302,635.00,29/06/2018,150344,6207000203
70005302,600.00,29/06/2018,150344,6207000201
70004107,102.29,19/05/2014,150508,6207000203
70004107,7.02,16/05/2014,151357,6207000203
80012068,3930.00,05/06/2019,155616,6207000203
70003891,678.31,20/05/2013,150249,6207000203
70003893,120.00,13/05/2013,151355,6207000202
70005014,195.00,08/05/2017,156146,6207000202
70005014,90.00,08/05/2017,156146,6207000202
70003891,49.91,22/05/2013,150249,6207000203
70003891,54.87,18/05/2013,152337,6207000203
70003891,49.91,22/05/2013,150249,6207000203
70003891,176.30,22/05/2013,150249,6207000203
70003882,270.80,24/05/2013,150508,6207000203
70003887,980.00,20/05/2013,155566,6207000202
70003891,470.00,21/05/2013,155219,6207000201
70003891,814.70,21/05/2013,155219,6207000203
70003882,176.76,21/05/2013,150583,6207000203
70003882,477.60,20/05/2013,151468,6207000203
70004107,299.66,26/05/2014,150508,6207000203
70004107,1360.00,28/05/2014,150589,6207000200
70005180,840.00,05/07/2018,151355,6207000201
70005003,1.00,09/05/2017,150583,6207000203
70005003,1.50,09/05/2017,150583,6207000203
70005003,1.50,09/05/2017,150583,6207000203
70005003,75.00,09/05/2017,150583,6207000203
70005003,115.00,09/05/2017,150583,6207000203
70005003,62.50,09/05/2017,150583,6207000203
70005003,116.50,09/05/2017,150583,6207000203
70005003,29.00,09/05/2017,150583,6207000203
70005003,19.60,09/05/2017,150583,6207000203
70005003,13.50,09/05/2017,150583,6207000203
70005180,175.00,04/07/2018,156367,6207000203
70005180,150.00,04/07/2018,156367,6207000203
70005180,7.50,04/07/2018,156367,6207000203
70005180,6.50,04/07/2018,156367,6207000203
70005062,190.00,10/05/2017,151355,6207000200
70003882,154.00,24/05/2013,151355,6207000201
70003882,60.00,24/05/2013,151355,6207000201
70005062,760.00,10/05/2017,151355,6207000200
70005062,302.00,10/05/2017,151355,6207000203
70005080,579.60,10/05/2017,155212,6207000201
70005014,400.00,10/05/2017,153943,6207000201
70005081,447.20,10/05/2017,151468,6207000203
70005081,567.60,10/05/2017,151468,6207000203
70004107,86.48,27/05/2014,150508,6207000203
70005003,130.00,01/05/2017,152233,6207000203
70005003,16.00,01/05/2017,152233,6207000203
70005003,13.20,01/05/2017,152233,6207000203
70005003,15.00,01/05/2017,152233,6207000203
70005003,8.00,01/05/2017,152233,6207000203
70005003,8.00,01/05/2017,152233,6207000203
70005003,7.00,01/05/2017,152233,6207000203
70005092,74.46,01/05/2017,151342,6207000203
70005093,74.46,01/05/2017,151342,6207000203
70005003,142.00,11/05/2017,151365,6207000203
70005003,57.92,11/05/2017,151365,6207000203
70005003,48.60,11/05/2017,151365,6207000203
70005062,13.77,11/05/2017,155068,6207000203
70005062,17.56,11/05/2017,155068,6207000203
70004107,70.80,02/06/2014,153144,6207000203
70003882,44.13,01/05/2013,150508,6207000203
70003883,13.26,28/05/2013,152508,6207000203
70004107,170.70,30/05/2014,153049,6207000203
80012261,450.00,06/06/2019,150589,6207000203
80012261,480.00,06/06/2019,150589,6207000203
80012203,2150.00,07/06/2019,151355,6207000203
70004107,402.21,05/06/2014,150508,6207000203
70004107,15.12,03/06/2014,151357,6207000203
70003884,32.51,24/05/2013,151342,6207000203
70003884,172.71,24/05/2013,151342,6207000203
70003891,250.00,30/05/2013,155525,6207000201
70003891,650.00,30/05/2013,155525,6207000201
70003882,400.00,31/05/2013,155418,6207000202
70003882,218.65,31/05/2013,155418,6207000202
70004978,134.88,10/05/2017,150508,6207000203
70004978,10.12,10/05/2017,150508,6207000203
70004995,63.00,11/05/2017,150583,6207000203
70004995,27.00,11/05/2017,150583,6207000203
70003883,116.45,24/05/2013,155363,6207000203
70003883,8.41,24/05/2013,155363,6207000203
70003887,285.00,27/05/2013,155566,6207000202
70003884,155.00,29/05/2013,150337,6207000201
70003884,242.50,29/05/2013,150337,6207000203
70003883,600.00,30/05/2013,150344,6207000201
70003884,90.00,30/05/2013,150344,6207000201
70003884,450.00,30/05/2013,150344,6207000201
70003884,250.00,30/05/2013,150344,6207000201
70003884,150.00,30/05/2013,150344,6207000201
70003883,50.00,30/05/2013,150344,6207000201
70003883,100.00,30/05/2013,150344,6207000201
70003883,30.00,30/05/2013,150344,6207000201
70003883,150.00,30/05/2013,150344,6207000201
70003884,125.00,30/05/2013,150344,6207000201
70003883,350.00,30/05/2013,150344,6207000203
70003883,460.00,14/05/2013,150344,6207000203
70003883,500.00,14/05/2013,150344,6207000201
70005180,-114.00,10/06/2019,151355,6207000200
70004107,272.00,30/05/2014,150589,6207000200
70005062,406.50,15/05/2017,151355,6207000200
70005062,55.00,15/05/2017,151355,6207000203
70005080,41.00,15/05/2017,151355,6207000200
70003915,3760.00,31/05/2013,150687,6297000000
70003888,1450.00,29/05/2013,150589,6207000202
70005062,76.00,15/05/2017,151355,6207000200
80012262,136.00,14/06/2019,150589,6207000200
80012292,408.00,14/06/2019,150589,6207000200
80011146,-41.36,20/07/2018,151365,6207000203
80007154,-1230.00,01/05/2016,151355,6207000203
80012255,1300.00,18/06/2019,156641,6207000203
80012254,3325.00,20/06/2019,153447,6207000203
80012051,3490.00,18/06/2019,250263,6207001403
80012051,362.00,18/06/2019,250263,6207001403
70004107,639.97,04/06/2014,150583,6207000203
80007184,1524.54,01/05/2016,151342,6207000201
80007185,360.19,01/05/2016,151342,6207000201
80012056,2584.62,06/06/2019,152437,6207000203
80012199,-2150.00,01/06/2019,150622,6207000202
80012199,2410.00,01/06/2019,150622,6207000202
70005302,340.00,23/07/2018,150344,6207000203
70005302,450.00,23/07/2018,150344,6207000201
80012133,2591.70,21/06/2019,155795,6207000202
70005014,270.50,23/05/2017,154891,6207000202
70005014,505.29,23/05/2017,154891,6207000203
70005081,183.30,23/05/2017,151365,6207000203
70005081,558.36,23/05/2017,151365,6207000203
70005081,345.00,23/05/2017,151365,6207000203
70004995,1088.00,23/05/2017,150589,6207000200
70005302,50.00,27/07/2018,150344,6207000201
70005302,140.00,27/07/2018,150344,6207000201
70005302,160.00,31/07/2018,155944,6207000201
80007184,-1524.54,01/05/2016,151342,6207000201
80007184,1158.46,01/05/2016,151342,6207000201
80007184,366.08,01/05/2016,151342,6207000201
80012256,402.48,25/06/2019,450466,6207000202
80012254,30.08,25/06/2019,151365,6207000203
80012254,14.10,25/06/2019,151365,6207000203
80012286,39.95,25/06/2019,151365,6207000203
80012286,8.46,25/06/2019,151365,6207000203
80012286,15.51,25/06/2019,151365,6207000203
80012286,15.51,25/06/2019,151365,6207000203
80012286,20.68,25/06/2019,151365,6207000203
80012286,20.68,25/06/2019,151365,6207000203
80012286,22.56,25/06/2019,151365,6207000203
80012286,26.79,25/06/2019,151365,6207000203
80012286,24.91,25/06/2019,151365,6207000203
80012286,26.79,25/06/2019,151365,6207000203
80012286,31.02,25/06/2019,151365,6207000203
80012261,5.83,25/06/2019,151365,6207000203
80012261,7.61,25/06/2019,151365,6207000203
80012261,6.20,25/06/2019,151365,6207000203
80012261,5.26,25/06/2019,151365,6207000203
80012261,0.56,25/06/2019,151365,6207000203
80012261,4.70,25/06/2019,151365,6207000203
80012261,13.16,25/06/2019,151365,6207000203
80012261,7.59,25/06/2019,151365,6207000203
80012261,13.26,25/06/2019,151365,6207000203
80012261,34.87,25/06/2019,151365,6207000203
80012261,39.48,25/06/2019,151365,6207000203
80012261,75.20,25/06/2019,151365,6207000203
80012261,1.88,25/06/2019,151365,6207000203
80012261,1.60,25/06/2019,151365,6207000203
80012261,8.84,25/06/2019,151365,6207000203
80012261,5.26,25/06/2019,151365,6207000203
80012261,18.20,25/06/2019,151365,6207000203
80012261,37.90,25/06/2019,151365,6207000203
80012261,62.54,25/06/2019,151365,6207000203
80012261,72.77,25/06/2019,151365,6207000203
80012261,24.44,25/06/2019,151365,6207000203
70004995,32.06,23/05/2017,150508,6207000203
70004995,17.67,23/05/2017,150508,6207000203
70004995,55.35,23/05/2017,150508,6207000203
80012381,272.00,26/06/2019,156593,6207000200
80012380,272.00,26/06/2019,156593,6207000200
70005062,207.50,24/05/2017,151355,6207000200
70005077,76.00,24/05/2017,151355,6207000200
80012372,408.00,26/06/2019,150589,6207000200
80012379,408.00,26/06/2019,150589,6207000200
80012378,408.00,26/06/2019,150589,6207000200
80012373,272.00,26/06/2019,150589,6207000200
70005003,272.00,23/05/2017,150589,6207000200
70005180,222.00,02/08/2018,151355,6207000200
70005092,140.00,24/05/2017,150344,6207000201
70005095,200.00,24/05/2017,150344,6207000201
70005062,558.00,24/05/2017,151355,6207000200
70005062,24.00,24/05/2017,151355,6207000203
70005080,76.00,24/05/2017,151355,6207000200
70005081,680.00,25/05/2017,153018,6207000201
80008598,190.00,25/05/2017,151355,6207000200
80008598,410.00,25/05/2017,151355,6207000202
70005017,110.00,25/05/2017,151355,6207000202
80012366,115.23,26/06/2019,151365,6207000203
80012366,95.14,26/06/2019,151365,6207000203
80012366,23.50,26/06/2019,151365,6207000203
80012392,272.00,27/06/2019,156593,6207000200
80012391,272.00,27/06/2019,156593,6207000200
80012390,272.00,27/06/2019,156593,6207000200
80012389,272.00,27/06/2019,156593,6207000200
80012376,204.00,27/06/2019,150589,6207000200
80012385,544.00,27/06/2019,150589,6207000200
80012384,272.00,27/06/2019,150589,6207000200
80012386,1020.00,27/06/2019,150589,6207000200
80012365,408.00,27/06/2019,150589,6207000200
80012387,272.00,27/06/2019,150589,6207000200
80012388,544.00,27/06/2019,150589,6207000200
80012379,408.00,27/06/2019,150589,6207000200
80012383,1224.00,27/06/2019,150589,6207000200
80012382,544.00,27/06/2019,150589,6207000200
80012186,180.00,27/06/2019,154494,6207000203
80012208,7500.00,27/06/2019,151373,6207000203
80012377,408.00,26/06/2019,150589,6207000200
80012371,272.00,26/06/2019,150589,6207000200
70003882,103.70,10/06/2013,150508,6207000203
70005003,30.00,25/05/2017,150583,6207000203
70005003,30.00,25/05/2017,150583,6207000203
70005003,50.00,25/05/2017,150583,6207000203
70005003,52.00,25/05/2017,150583,6207000203
70005003,34.00,25/05/2017,150583,6207000203
70005003,14.00,25/05/2017,150583,6207000203
70005003,14.00,25/05/2017,150583,6207000203
70005003,16.60,25/05/2017,150583,6207000203
70005003,19.44,25/05/2017,150583,6207000203
70005003,47.20,25/05/2017,150583,6207000203
70005003,107.20,25/05/2017,150583,6207000203
70005003,33.00,25/05/2017,150583,6207000203
70005003,15.00,25/05/2017,150583,6207000203
70005003,4.80,25/05/2017,150583,6207000203
70005003,4.80,25/05/2017,150583,6207000203
70005003,4.80,25/05/2017,150583,6207000203
70005003,4.80,25/05/2017,150583,6207000203
70005003,6.40,25/05/2017,150583,6207000203
70005003,4.50,25/05/2017,150583,6207000203
70005080,7.94,25/05/2017,150993,6207000203
70005080,17.48,25/05/2017,150993,6207000203
70005080,10.34,25/05/2017,150993,6207000203
70005080,60.51,25/05/2017,150993,6207000203
70005080,19.89,25/05/2017,150993,6207000203
70005080,17.18,25/05/2017,150993,6207000203
70005080,46.20,25/05/2017,150993,6207000203
70004995,-32.06,23/05/2017,150508,6207000203
70004995,49.32,23/05/2017,150508,6207000203
70005060,190.00,25/05/2017,151355,6207000200
70005093,1250.00,26/05/2017,150344,6207000201
70005093,1338.78,26/05/2017,150344,6207000203
70005092,1480.00,26/05/2017,150344,6207000202
70005092,1319.46,26/05/2017,150344,6207000203
70005092,50.00,26/05/2017,150344,6207000201
70004995,150.00,29/05/2017,151365,6207000203
70004995,19.20,29/05/2017,151365,6207000203
70004995,28.00,29/05/2017,151365,6207000203
70005062,260.00,29/05/2017,151355,6207000200
70005062,299.00,29/05/2017,151355,6207000203
70005076,114.00,29/05/2017,151355,6207000200
70005092,35.00,29/05/2017,150337,6207000201
70005093,40.00,29/05/2017,150337,6207000201
70004978,480.00,29/05/2017,153334,6207000200
70005076,90.00,30/05/2017,150249,6207000103
70005076,71.50,30/05/2017,150249,6207000203
70005076,146.40,30/05/2017,150249,6207000203
70005076,75.90,30/05/2017,150249,6207000203
70005076,62.60,30/05/2017,150249,6207000203
70005077,624.00,30/05/2017,150249,6207000203
70005077,312.50,30/05/2017,150249,6207000203
70005037,110.00,30/05/2017,151046,6207000203
70005037,-110.00,31/05/2017,151046,6207000203
70005037,110.00,31/05/2017,151046,6207000203
70005037,-110.00,31/05/2017,151046,6207000203
70005037,220.00,31/05/2017,151046,6207000203
70004107,209.47,12/06/2014,150508,6207000203
70004107,213.19,13/06/2014,150508,6207000203
70004107,154.96,13/06/2014,150508,6207000203
70004107,70.80,13/06/2014,153144,6207000203
70004107,98.70,16/06/2014,151365,6207000203
70003882,672.00,10/06/2013,151468,6207000203
70003882,1285.20,10/06/2013,151468,6207000202
70003887,963.54,13/06/2013,150583,6207000203
70003977,628.38,13/06/2013,150583,6207000203
80012390,304.45,28/06/2019,150508,6207000203
80012390,126.87,28/06/2019,150508,6207000203
80012390,215.36,28/06/2019,150508,6207000203
80012390,215.94,28/06/2019,150508,6207000203
80012390,409.01,28/06/2019,150508,6207000203
80012390,639.11,28/06/2019,150508,6207000203
80012365,28.20,28/06/2019,151365,6207000203
80012365,82.72,28/06/2019,151365,6207000203
80012365,10.61,28/06/2019,151365,6207000203
80012365,16.68,28/06/2019,151365,6207000203
80012254,1410.00,28/06/2019,151365,6207000203
70004995,408.00,31/05/2017,150589,6207000200
70005077,134.50,31/05/2017,151198,6207000201
70005095,110.00,31/05/2017,150344,6207000201
70005092,280.00,31/05/2017,150344,6207000201
70005093,140.00,31/05/2017,150344,6207000201
70005095,280.00,31/05/2017,150344,6207000201
70005102,140.00,31/05/2017,150344,6207000201
70005092,50.00,31/05/2017,150344,6207000201
70005093,50.00,31/05/2017,150344,6207000201
70005095,50.00,31/05/2017,150344,6207000201
70005102,50.00,31/05/2017,150344,6207000201
70004995,180.00,31/05/2017,153447,6207000203
70004995,245.00,31/05/2017,153447,6207000203
70004995,275.00,31/05/2017,153447,6207000203
70004107,4.00,11/06/2014,151357,6207000203
70004107,272.00,13/06/2014,150589,6207000200
70004107,308.88,11/06/2014,150508,6207000203
70004107,61.52,11/06/2014,150508,6207000203
70005003,70.00,01/06/2017,155928,6207000203
70004977,484.00,01/06/2017,152597,6207000202
70004107,61.52,16/06/2014,150508,6207000203
70004107,1137.93,17/06/2014,150508,6207000203
70004107,356.57,17/06/2014,150508,6207000203
70004107,240.00,17/06/2014,151360,6207000203
70005003,-70.00,01/06/2017,155928,6207000203
70005003,70.00,31/05/2017,155928,6207000203
70004107,236.25,15/06/2014,150583,6207000203
70004107,310.20,19/06/2014,151365,6207000203
70005003,13.20,31/05/2017,152233,6207000203
70005003,15.00,31/05/2017,152233,6207000203
70005003,8.00,31/05/2017,152233,6207000203
70005003,7.00,31/05/2017,152233,6207000203
70005003,15.00,31/05/2017,152233,6207000203
70004107,36.00,19/06/2014,153144,6207000203
70005302,50.00,08/08/2018,150344,6207000201
70005180,93.00,22/08/2018,155795,6207000201
70004977,-484.00,18/05/2017,152597,6207000202
70004977,484.00,18/05/2017,152597,6207000202
70004995,-150.00,29/05/2017,151365,6207000203
70004995,-19.20,29/05/2017,151365,6207000203
70004995,-28.00,29/05/2017,151365,6207000203
70004995,150.00,29/05/2017,151365,6207000203
70004995,19.20,29/05/2017,151365,6207000203
70004995,28.00,29/05/2017,151365,6207000203
70004107,932.76,19/06/2014,150583,6207000203
70004995,-150.00,29/05/2017,151365,6207000203
70004995,-19.20,29/05/2017,151365,6207000203
70004995,-28.00,29/05/2017,151365,6207000203
70004995,141.00,29/05/2017,151365,6207000203
70004995,18.05,29/05/2017,151365,6207000203
70004995,26.32,29/05/2017,151365,6207000203
70005081,-183.30,23/05/2017,151365,6207000203
70005081,-558.36,23/05/2017,151365,6207000203
70005081,-345.00,23/05/2017,151365,6207000203
70005081,183.30,23/05/2017,151365,6207000203
70005081,558.36,23/05/2017,151365,6207000203
70005081,324.30,23/05/2017,151365,6207000203
70005080,11.92,06/06/2017,150993,6207000203
70005080,6.26,06/06/2017,150993,6207000203
70005080,99.03,06/06/2017,150993,6207000203
70005080,20.17,06/06/2017,150993,6207000203
70005180,304.00,27/08/2018,151355,6207000200
70005180,94.00,27/08/2018,151355,6207000203
70005302,75.00,29/08/2018,152508,6207000203
70004107,860.00,20/06/2014,155265,6207000203
70004107,28.20,24/06/2014,151365,6207000203
70003884,99.12,05/06/2013,151342,6207000203
70003884,107.47,05/06/2013,151342,6207000203
70003884,38.16,05/06/2013,151342,6207000203
70003884,9.23,05/06/2013,151342,6207000203
70003884,134.77,05/06/2013,151342,6207000203
70003882,651.00,11/06/2013,154494,6207000202
70003882,230.10,13/06/2013,152337,6207000203
70003882,8.40,13/06/2013,152337,6207000203
70003882,10.00,13/06/2013,152337,6207000203
70004107,36.00,27/06/2014,153144,6207000203
70004107,70.80,27/06/2014,153144,6207000203
70003887,606.60,26/06/2013,150583,6207000203
70004995,1734.00,07/06/2017,150589,6207000200
70003882,4400.01,12/06/2013,151355,6207000202
70004107,922.50,25/06/2014,150583,6207000203
80012366,25.85,12/07/2019,151365,6207000203
80012410,272.00,11/07/2019,156593,6207000200
80012409,340.00,11/07/2019,156593,6207000200
80012413,272.00,11/07/2019,150589,6207000200
80012403,918.00,11/07/2019,150589,6207000200
80012405,476.00,11/07/2019,150589,6207000200
80012408,272.00,11/07/2019,150589,6207000200
80012404,408.00,11/07/2019,150589,6207000200
80012401,408.00,11/07/2019,150589,6207000200
80012402,272.00,11/07/2019,150589,6207000200
80012407,408.00,11/07/2019,150589,6207000200
80012406,544.00,11/07/2019,150589,6207000200
80012379,272.00,11/07/2019,150589,6207000200
80012384,272.00,11/07/2019,150589,6207000200
70005076,110.00,13/06/2017,151355,6207000201
70004107,330.00,01/06/2014,450466,6207000201
80012366,520.00,12/07/2019,155980,6207000203
80012499,304.00,17/07/2019,151355,6207000200
80012499,12.00,17/07/2019,151355,6207000203
80012498,444.00,17/07/2019,151355,6207000200
80012498,255.00,17/07/2019,151355,6207000203
80012500,380.00,17/07/2019,151355,6207000200
80012500,400.00,17/07/2019,151355,6207000203
70003883,24.48,19/06/2013,155363,6207000203
70003901,324.00,28/06/2013,150337,6207000203
70003901,12.00,28/06/2013,150337,6207000203
70003884,83.00,28/06/2013,150337,6207000203
70003901,35.00,28/06/2013,150337,6207000201
70003884,90.00,28/06/2013,150337,6207000201
70003884,25.00,28/06/2013,150337,6207000201
70003901,35.00,28/06/2013,150337,6207000201
70003884,60.00,28/06/2013,150337,6207000201
70005062,76.00,13/06/2017,151355,6207000200
70005062,9.00,13/06/2017,151355,6207000203
70003882,249.17,02/07/2013,150508,6207000203
70004978,100.00,13/06/2017,150187,6207000201
70004978,385.00,13/06/2017,150187,6207000201
70005003,170.40,13/06/2017,151365,6207000203
70005003,124.20,13/06/2017,151365,6207000203
70004995,2200.00,08/06/2017,155911,6207000201
70005076,17.70,14/06/2017,150249,6207000203
70005076,24.80,14/06/2017,150249,6207000203
70003915,3360.00,28/06/2013,150687,6297000000
70003884,107.47,28/06/2013,151342,6207000203
70003884,38.16,28/06/2013,151342,6207000203
70003884,9.23,28/06/2013,151342,6207000203
70003884,134.76,28/06/2013,151342,6207000203
70003884,99.12,28/06/2013,151342,6207000203
70005302,50.00,07/09/2018,150344,6207000201
70003884,25.00,28/06/2013,150344,6207000203
70003884,45.00,28/06/2013,150344,6207000203
70003884,300.00,28/06/2013,150344,6207000201
70003884,290.00,28/06/2013,150344,6207000201
70003884,130.00,28/06/2013,150344,6207000201
70005081,118.17,13/06/2017,151360,6207000203
70005081,27.00,13/06/2017,151360,6207000203
70005014,30.00,13/06/2017,155180,6207000201
80012397,500.00,15/07/2019,150583,6207001404
70005092,88.00,01/06/2017,151342,6207000203
70005093,88.00,01/06/2017,151342,6207000203
70005062,53.50,14/06/2017,155863,6207000203
70005076,10.20,15/06/2017,150993,6207000203
70005077,150.45,15/06/2017,150993,6207000203
70005060,4.14,15/06/2017,150993,6207000203
70005077,29.10,15/06/2017,150993,6207000203
70005076,12.12,15/06/2017,150993,6207000203
70005076,4.11,15/06/2017,150993,6207000203
70005076,62.20,15/06/2017,150993,6207000203
70005062,64.00,15/06/2017,150993,6207000203
70005062,107.00,15/06/2017,150993,6207000203
70004107,36.00,01/07/2014,153144,6207000203
80012496,272.00,17/07/2019,156593,6207000200
80012412,544.00,17/07/2019,156593,6207000200
80012409,816.00,17/07/2019,156593,6207000200
80012497,272.00,17/07/2019,156593,6207000200
80012489,295.00,17/07/2019,151355,6207000203
80012501,408.00,17/07/2019,150589,6207000200
80012467,2720.00,17/07/2019,150589,6207000200
80012493,272.00,17/07/2019,150589,6207000200
80012495,680.00,17/07/2019,150589,6207000200
80012413,272.00,17/07/2019,150589,6207000200
80012407,408.00,17/07/2019,150589,6207000200
80012398,408.00,17/07/2019,150589,6207000200
80012399,2040.00,17/07/2019,150589,6207000200
80012411,680.00,17/07/2019,150589,6207000200
80012494,272.00,17/07/2019,150589,6207000200
80012492,408.00,17/07/2019,150589,6207000200
70005302,250.00,17/09/2018,150344,6207000201
80007154,570.00,09/06/2016,151355,6207000203
70005003,-8.00,16/06/2017,150583,6207000203
70005003,-25.00,16/06/2017,150583,6207000203
70005003,-4.00,16/06/2017,150583,6207000203
70005003,-7.00,16/06/2017,150583,6207000203
70005003,-12.00,16/06/2017,150583,6207000203
70005003,-27.00,16/06/2017,150583,6207000203
70005003,-40.00,16/06/2017,150583,6207000203
70005080,12.78,21/06/2017,150993,6207000203
70005080,104.52,21/06/2017,150993,6207000203
70005080,60.51,21/06/2017,150993,6207000203
70005080,40.64,21/06/2017,150993,6207000203
70005080,59.67,21/06/2017,150993,6207000203
70005080,12.52,21/06/2017,150993,6207000203
70005003,70.00,16/06/2017,150583,6207000203
70005003,40.00,16/06/2017,150583,6207000203
70005003,37.60,16/06/2017,150583,6207000203
70005003,38.40,16/06/2017,150583,6207000203
70005003,10.20,16/06/2017,150583,6207000203
70005003,14.40,16/06/2017,150583,6207000203
70005003,38.70,16/06/2017,150583,6207000203
70005003,111.00,16/06/2017,150583,6207000203
70005003,12.60,16/06/2017,150583,6207000203
70005003,6.00,16/06/2017,150583,6207000203
70005003,67.00,16/06/2017,150583,6207000203
70005003,8.00,16/06/2017,150583,6207000203
70005003,25.00,16/06/2017,150583,6207000203
70005003,4.00,16/06/2017,150583,6207000203
70005003,7.00,16/06/2017,150583,6207000203
70005003,12.00,16/06/2017,150583,6207000203
70005003,27.00,16/06/2017,150583,6207000203
70005003,40.00,16/06/2017,150583,6207000203
70005037,504.00,01/06/2017,153445,6207000203
70004978,75.00,01/06/2017,153445,6207000203
70004978,1280.00,01/06/2017,153445,6207000203
70005014,130.00,17/06/2017,154206,6207000203
70005003,9.90,16/06/2017,150583,6207000203
70005003,29.70,16/06/2017,150583,6207000203
70005003,5.50,16/06/2017,150583,6207000203
70005003,9.90,16/06/2017,150583,6207000203
